ACCT_CURR_AMOUNT,ORIG_CURR_CD,TRANSACTION_TYPE_DESC,TRANSACTION_TYPE_CATEGORY,ACCOUNT_KEY,ORIGINATOR_NAME,EXECUTION_LOCAL_DATE_TIME,FOREIGN_COUNTRY_CD
2000,CHF,Local currency monetary instrument deposits,TRANSACTIONS,GBP_37396681338146664335_T2,KITTY USER LIMITED,29-APR-12 10.00.00.000000000 AM,CH
26000,CAD,Card foreign currency ATM withdrawals,TRANSACTIONS,JPY_89196903186177071682_T2,DELLUCCI AMERICAN STUDIO S.R.L.,29-APR-12 12.00.00.000000000 AM,EU
250500,EUR,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_59162293015861647296_T2,DANIEL MAURER,30-APR-12 12.00.00.000000000 AM,MX
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_37396681338146664335_T2,KITTY USER LIMITED,30-APR-12 12.00.00.000000000 AM,US
50000,EUR,Local currency cash deposit,TRANSACTIONS,GBP_47513099784521157792_T2,DANIEL MAURER,30-APR-12 10.00.00.000000000 AM,CH
26000,CHF,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_98868476680931524282_T2,DELLUCCI AMERICAN STUDIO S.R.L.,30-APR-12 12.00.00.000000000 AM,CA
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_02887569966013649640_T2,MATTHEW METCALFE ESSENTIALS,30-APR-12 12.00.00.000000000 AM,CH
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_78398131478242644619_T2,IHEART KIDS,30-APR-12 12.00.00.000000000 AM,CA
50000,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_59162293015861647296_T2,DANIEL MAURER,30-APR-12 10.00.00.000000000 AM,CH
110000,CAD,Loan initial funding by foreign currency monetary instrument,TRANSACTIONS,GBP_14482971994690865613_T2,LOUIS GOODWIN TRUST,15-MAY-12 12.00.00.000000000 AM,CH
2000,CHF,Foreign currency monetary instrument deposits,TRANSACTIONS,EUR_78278007764493651276_T2,MATTHEW METCALFE ESSENTIALS,28-MAY-12 10.00.00.000000000 AM,CH
26000,CHF,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_57810821910223570751_T2,DANIEL MAURER,29-MAY-12 12.00.00.000000000 AM,EU
17282,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_71991288383965045913_T2,DANIEL MAURER,29-MAY-12 12.00.00.000000000 AM,MX
17282,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_43676383501223080155_T2,DANIEL MAURER,29-MAY-12 12.00.00.000000000 AM,US
17282,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_99760621345368526950_T2,DELLUCCI AMERICAN STUDIO S.R.L.,29-MAY-12 12.00.00.000000000 AM,CH
12000,USD,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_97151794601358302043_T2,DELLUCCI AMERICAN STUDIO S.R.L.,29-MAY-12 10.00.00.000000000 AM,CA
26000,CHF,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_55010748494756524395_T2,DANIEL MAURER,31-MAY-12 12.00.00.000000000 AM,CH
110000,USD,Loan initial funding by local currency monetary instrument,TRANSACTIONS,GBP_61410120257151883025_T2,DANIEL MAURER,15-JUN-12 12.00.00.000000000 AM,CH
250500,MXN,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_59948792933386467296_T2,DANIEL MAURER,27-JUN-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_65437559359772948658_T2,DANIEL MAURER,27-JUN-12 12.00.00.000000000 AM,EU
12000,MXN,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_79092764277846445783_T2,IHEART KIDS,27-JUN-12 10.00.00.000000000 AM,MX
250500,CHF,Local currency cash deposit,TRANSACTIONS,USD_45417152327853737935_T2,EMILY JOHN,28-JUN-12 12.00.00.000000000 AM,US
26000,CAD,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_65471754865269140477_T2,DANIEL MAURER,29-JUN-12 12.00.00.000000000 AM,CH
17282,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_97683000794832831829_T2,DELLUCCI AMERICAN STUDIO S.R.L.,29-JUN-12 12.00.00.000000000 AM,CA
17282,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_03880833606161537232_T2,MATTHEW METCALFE ESSENTIALS,29-JUN-12 12.00.00.000000000 AM,CH
17282,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_32782505434457810419_T2,KITTY USER LIMITED,29-JUN-12 12.00.00.000000000 AM,CH
17282,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_42359374731199169818_T2,KITTY USER LIMITED,29-JUN-12 12.00.00.000000000 AM,CH
26000,MXN,Card foreign currency ATM withdrawals,TRANSACTIONS,DKK_28984116494713103163_T2,Name,30-JUN-12 12.00.00.000000000 AM,EU
110000,USD,Loan initial Funding by foreign currency cash,TRANSACTIONS,GBP_09182744750213665094_T2,LOUIS GOODWIN TRUST,14-JUL-12 12.00.00.000000000 AM,MX
26000,USD,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_46950053361306453791_T2,DANIEL MAURER,29-JUL-12 12.00.00.000000000 AM,US
17282,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_61462444948347674139_T2,DANIEL MAURER,29-JUL-12 12.00.00.000000000 AM,CH
17282,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_61462444948347674139_T2,DANIEL MAURER,29-JUL-12 12.00.00.000000000 AM,CA
17282,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_06014815797603219111_T2,LOUIS GOODWIN TRUST,29-JUL-12 12.00.00.000000000 AM,CH
17282,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_84818133523282705963_T2,KLAUDIA FREYTAG TRUST,29-JUL-12 12.00.00.000000000 AM,CA
17282,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_43419026066231489231_T2,DANIEL MAURER,29-JUL-12 12.00.00.000000000 AM,CH
26000,MXN,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_86954033356693590090_T2,DELLUCCI AMERICAN STUDIO S.R.L.,31-JUL-12 12.00.00.000000000 AM,CH
20000,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_42374062265734531877_T2,KITTY USER LIMITED,01-AUG-12 12.00.00.000000000 AM,CH
100000,CHF,Loan initial funding by local currency cash,TRANSACTIONS,GBP_22378641282569373062_T2,CYBER WOOD LIMITED,15-AUG-12 12.00.00.000000000 AM,EU
4800,USD,Card local currency online charge,TRANSACTIONS,GBP_54859663947262522853_T2,DANIEL MAURER,27-AUG-12 12.00.00.000000000 AM,MX
5200,MXN,Card foreign currency retailer charge,TRANSACTIONS,GBP_93769769308031936541_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-AUG-12 12.00.00.000000000 AM,US
26000,CHF,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_17537604222590284323_T2,LOUIS GOODWIN TRUST,29-AUG-12 12.00.00.000000000 AM,CH
17282,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_30073261491601519304_T2,KITTY USER LIMITED,29-AUG-12 12.00.00.000000000 AM,CA
17282,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_66093897582757655245_T2,DANIEL MAURER,29-AUG-12 12.00.00.000000000 AM,CH
17282,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_60714064794194343202_T2,DANIEL MAURER,29-AUG-12 12.00.00.000000000 AM,CH
17282,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_32772735995966976456_T2,KITTY USER LIMITED,29-AUG-12 12.00.00.000000000 AM,CH
26000,EUR,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_22613653611922079361_T2,CYBER WOOD LIMITED,31-AUG-12 12.00.00.000000000 AM,EU
25000,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_78072820378975304845_T2,IHEART KIDS,01-SEP-12 12.00.00.000000000 AM,MX
110000,CHF,Travelers check purchase,TRANSACTIONS,USD_49535317045945056235_T2,EMILY JOHN,15-SEP-12 12.00.00.000000000 AM,US
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_79642598453723230887_T2,PEARSON COR COAST LIMITED,27-SEP-12 12.00.00.000000000 AM,CH
77777,USD,Card repayment by local currency cash,TRANSACTIONS,GBP_31649052025706615223_T2,KITTY USER LIMITED,27-SEP-12 12.00.00.000000000 AM,CA
99999,USD,Card repayment by local currency cash,TRANSACTIONS,GBP_71483985326130186148_T2,DANIEL MAURER,27-SEP-12 12.00.00.000000000 AM,CH
250500,CAD,Foreign currency cash deposit,TRANSACTIONS,JPY_89196903186177071682_T2,DELLUCCI AMERICAN STUDIO S.R.L.,27-SEP-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_58459498973410939031_T2,DANIEL MAURER,27-SEP-12 12.00.00.000000000 AM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_31492605069801681056_T2,KITTY USER LIMITED,27-SEP-12 12.00.00.000000000 AM,EU
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_16983413792137985497_T2,LOUIS GOODWIN TRUST,27-SEP-12 12.00.00.000000000 AM,MX
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_57377706827659044752_T2,DANIEL MAURER,27-SEP-12 12.00.00.000000000 AM,US
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,CAD_87564090339406264850_T2,Name,27-SEP-12 12.00.00.000000000 AM,CH
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_48434289231607751490_T2,DANIEL MAURER,27-SEP-12 12.00.00.000000000 AM,CA
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_34912571350881596912_T2,KITTY USER LIMITED,27-SEP-12 12.00.00.000000000 AM,CH
12000,USD,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_55553418518616867590_T2,DANIEL MAURER,28-SEP-12 10.00.00.000000000 AM,CA
2000,MXN,Local currency monetary instrument deposits,TRANSACTIONS,GBP_98429467832836394516_T2,DELLUCCI AMERICAN STUDIO S.R.L.,29-SEP-12 10.00.00.000000000 AM,CH
26000,CHF,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_01420767551681070426_T2,MATTHEW METCALFE ESSENTIALS,29-SEP-12 12.00.00.000000000 AM,CH
12000,MXN,Foreign currency monetary instrument deposits,TRANSACTIONS,SEK_60706129010123485513_T2,DELLUCCI AMERICAN STUDIO S.R.L.,29-SEP-12 10.00.00.000000000 AM,CH
17282,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_53468068378830197141_T2,DANIEL MAURER,29-SEP-12 12.00.00.000000000 AM,EU
17282,CAD,Loan repayment by local currency cash,TRANSACTIONS,GBP_28949154900212781946_T2,KITTY USER LIMITED,29-SEP-12 12.00.00.000000000 AM,MX
17282,EUR,Loan repayment by local currency cash,TRANSACTIONS,GBP_18872761590006993113_T2,CYBER WOOD LIMITED,29-SEP-12 12.00.00.000000000 AM,US
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_96628151318257930882_T2,DELLUCCI AMERICAN STUDIO S.R.L.,30-SEP-12 12.00.00.000000000 AM,CH
26000,EUR,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_56128692605154562671_T2,DANIEL MAURER,30-SEP-12 12.00.00.000000000 AM,CA
20000,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_66666443642169234714_T2,DANIEL MAURER,01-OCT-12 12.00.00.000000000 AM,CH
13630,MXN,Foreign currency monetary instrument withdrawals,TRANSACTIONS,GBP_73777753994515414162_T2,DENEEN SOUTH TRUST,06-OCT-12 10.30.32.000000000 PM,CH
14770,USD,Local currency monetary instrument deposits,TRANSACTIONS,GBP_33473343651749601501_T2,KITTY USER LIMITED,06-OCT-12 08.44.29.000000000 PM,CH
70,USD,Local currency monetary instrument withdrawals,TRANSACTIONS,GBP_67420145841892326097_T2,DANIEL MAURER,10-OCT-12 06.25.36.000000000 AM,EU
4400,CAD,Local currency cash withdrawals,TRANSACTIONS,GBP_96933160925332002384_T2,DELLUCCI AMERICAN STUDIO S.R.L.,11-OCT-12 10.25.28.000000000 PM,MX
2450,CHF,Local currency cash deposit,TRANSACTIONS,GBP_04418399620582964232_T2,MATTHEW METCALFE ESSENTIALS,11-OCT-12 03.31.47.000000000 PM,US
5600,CHF,Travelers check deposits,TRANSACTIONS,GBP_88111793371349873321_T2,DELLUCCI AMERICAN STUDIO S.R.L.,11-OCT-12 08.43.44.000000000 PM,CH
290,CHF,Foreign currency personal check withdrawals,TRANSACTIONS,GBP_21146642145565729139_T2,CYBER WOOD LIMITED,11-OCT-12 02.44.05.000000000 PM,CA
8430,EUR,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_91682833594959844193_T2,DELLUCCI AMERICAN STUDIO S.R.L.,11-OCT-12 06.52.22.000000000 PM,CH
11760,MXN,Foreign currency personal check deposits,TRANSACTIONS,GBP_97006347174604556418_T2,DELLUCCI AMERICAN STUDIO S.R.L.,13-OCT-12 08.01.03.000000000 PM,CH
2460,USD,Travelers check purchase,TRANSACTIONS,GBP_31649052025706615223_T2,KITTY USER LIMITED,14-OCT-12 03.16.43.000000000 PM,CH
3350,CHF,Foreign currency monetary instrument withdrawals,TRANSACTIONS,GBP_64066075891662993234_T2,DANIEL MAURER,14-OCT-12 03.42.08.000000000 PM,EU
110000,USD,Foreign currency monetary instrument withdrawals,TRANSACTIONS,GBP_55602366018363183395_T2,DANIEL MAURER,16-OCT-12 12.00.00.000000000 AM,MX
13090,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_07567608328379071616_T2,LOUIS GOODWIN TRUST,18-OCT-12 07.41.51.000000000 AM,US
4850,CHF,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_81289992175028450485_T2,PEARSON COR COAST LIMITED,18-OCT-12 04.30.29.000000000 PM,CH
5300,MXN,Local currency personal check withdrawals,TRANSACTIONS,GBP_22613653611922079361_T2,CYBER WOOD LIMITED,18-OCT-12 12.07.00.000000000 PM,CA
1640,CHF,Local currency personal check deposits,TRANSACTIONS,GBP_82948513698289266381_T2,KLAUDIA FREYTAG TRUST,18-OCT-12 07.38.11.000000000 PM,CH
3520,CAD,Local currency personal check withdrawals,TRANSACTIONS,USD_56179738995363352281_T2,EMILY JOHN,19-OCT-12 05.39.00.000000000 AM,CA
7470,EUR,Foreign currency cash withdrawals,TRANSACTIONS,GBP_17479645580810037851_T2,LOUIS GOODWIN TRUST,20-OCT-12 07.40.53.000000000 PM,CH
730,EUR,Local currency personal check withdrawals,TRANSACTIONS,GBP_52069600025474824241_T2,DANIEL MAURER,20-OCT-12 11.30.38.000000000 AM,CH
14830,EUR,Travelers check purchase,TRANSACTIONS,GBP_16894177064316831151_T2,LOUIS GOODWIN TRUST,20-OCT-12 10.17.21.000000000 PM,CH
4960,CHF,Foreign currency personal check deposits,TRANSACTIONS,EUR_74968792100437305425_T2,MATTHEW METCALFE ESSENTIALS,20-OCT-12 02.08.00.000000000 PM,EU
5880,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_22584127761464207508_T2,CYBER WOOD LIMITED,24-OCT-12 06.34.00.000000000 AM,MX
5880,USD,Local currency cash withdrawals,TRANSACTIONS,GBP_02301780082181431700_T2,MATTHEW METCALFE ESSENTIALS,24-OCT-12 06.34.00.000000000 AM,US
3030,USD,Foreign currency cash withdrawals,TRANSACTIONS,GBP_95349117366326003452_T2,DELLUCCI AMERICAN STUDIO S.R.L.,24-OCT-12 12.47.27.000000000 AM,CH
5880,CAD,Local currency cash withdrawals,TRANSACTIONS,EUR_10723297956977666273_T2,Name,24-OCT-12 06.34.02.000000000 AM,CA
6720,CHF,Foreign currency personal check withdrawals,TRANSACTIONS,GBP_30174161623013868844_T2,KITTY USER LIMITED,24-OCT-12 01.46.00.000000000 PM,CH
7070,CHF,Local currency personal check deposits,TRANSACTIONS,GBP_91749195002358808023_T2,DELLUCCI AMERICAN STUDIO S.R.L.,25-OCT-12 03.13.06.000000000 PM,CH
9660,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_18860123524888852004_T2,LOUIS GOODWIN TRUST,25-OCT-12 07.48.14.000000000 PM,CH
5330,EUR,Travelers check purchase,TRANSACTIONS,GBP_37889910861517862794_T2,KITTY USER LIMITED,25-OCT-12 06.46.19.000000000 AM,EU
40000,MXN,Loan repayment by local currency cash,TRANSACTIONS,GBP_74440848439035903059_T2,IHEART KIDS,25-OCT-12 12.00.00.000000000 AM,MX
40000,USD,Loan initial funding by foreign currency personal check,TRANSACTIONS,GBP_26165335428988240129_T2,KITTY USER LIMITED,25-OCT-12 12.00.00.000000000 AM,US
400,CHF,Local currency personal check deposits,TRANSACTIONS,GBP_46037078190583333805_T2,DANIEL MAURER,25-OCT-12 04.36.15.000000000 PM,CH
6030,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_97151794601358302043_T2,DELLUCCI AMERICAN STUDIO S.R.L.,25-OCT-12 05.36.23.000000000 PM,CA
6460,MXN,Local currency cash withdrawals,TRANSACTIONS,EUR_65774049143899927616_T2,MATTHEW METCALFE ESSENTIALS,26-OCT-12 12.04.13.000000000 PM,CH
13210,CHF,Travelers check purchase,TRANSACTIONS,GBP_65231566543386289837_T2,DANIEL MAURER,26-OCT-12 10.54.15.000000000 PM,CH
11840,MXN,Foreign currency personal check withdrawals,TRANSACTIONS,AUD_15734965861721256036_T2,Name,26-OCT-12 03.25.34.000000000 PM,CH
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_77939795735179415991_T2,IHEART KIDS,27-OCT-12 12.00.00.000000000 AM,EU
250500,CAD,Foreign currency cash deposit,TRANSACTIONS,GBP_08600472325981718099_T2,LOUIS GOODWIN TRUST,27-OCT-12 12.00.00.000000000 AM,MX
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_20778067471582680750_T2,CYBER WOOD LIMITED,27-OCT-12 12.00.00.000000000 AM,US
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,CAD_83207917251081386622_T2,Name,27-OCT-12 12.00.00.000000000 AM,CH
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_51799386177917329829_T2,DANIEL MAURER,27-OCT-12 12.00.00.000000000 AM,CA
250500,CHF,Foreign currency cash deposit,TRANSACTIONS,GBP_37912197760269793508_T2,KITTY USER LIMITED,27-OCT-12 12.00.00.000000000 AM,CH
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_42027919999917796047_T2,KITTY USER LIMITED,27-OCT-12 12.00.00.000000000 AM,CA
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_16894177064316831151_T2,LOUIS GOODWIN TRUST,27-OCT-12 12.00.00.000000000 AM,CH
250500,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_32782505434457810419_T2,KITTY USER LIMITED,27-OCT-12 12.00.00.000000000 AM,CH
2000,CAD,Local currency cash deposit,TRANSACTIONS,USD_65427512437835952681_T2,EMILY JOHN,27-OCT-12 10.00.00.000000000 AM,CH
77777,CHF,Card repayment by local currency cash,TRANSACTIONS,GBP_44575770569567960749_T2,DANIEL MAURER,27-OCT-12 12.00.00.000000000 AM,EU
12000,CHF,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_58459498973410939031_T2,DANIEL MAURER,27-OCT-12 10.00.00.000000000 AM,MX
7320,CHF,Foreign currency personal check withdrawals,TRANSACTIONS,GBP_48731670191184860276_T2,DANIEL MAURER,27-OCT-12 02.18.14.000000000 AM,US
250500,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_51799386177917329829_T2,DANIEL MAURER,27-OCT-12 12.00.00.000000000 AM,CH
99999,MXN,Card repayment by local currency cash,TRANSACTIONS,GBP_54445845425354906130_T2,DANIEL MAURER,27-OCT-12 12.00.00.000000000 AM,CA
7810,USD,Travelers check purchase,TRANSACTIONS,GBP_00197888211665066264_T2,MATTHEW METCALFE ESSENTIALS,27-OCT-12 06.14.57.000000000 AM,CH
5200,CHF,Loan repayment by local currency cash,TRANSACTIONS,GBP_15064129197922901200_T2,LOUIS GOODWIN TRUST,27-OCT-12 12.00.00.000000000 AM,CH
4480,USD,Foreign currency personal check deposits,TRANSACTIONS,GBP_04345865670809301999_T2,MATTHEW METCALFE ESSENTIALS,27-OCT-12 02.40.36.000000000 PM,CH
4780,MXN,Local currency cash deposit,TRANSACTIONS,GBP_25076355429466468128_T2,KITTY USER LIMITED,27-OCT-12 05.14.09.000000000 AM,EU
250500,CHF,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_14617227127495791244_T2,LOUIS GOODWIN TRUST,28-OCT-12 12.00.00.000000000 AM,MX
250500,MXN,Foreign currency cash deposit,TRANSACTIONS,GBP_37249480287836636534_T2,KITTY USER LIMITED,28-OCT-12 12.00.00.000000000 AM,US
2000,CHF,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_74333266903434527252_T2,IHEART KIDS,28-OCT-12 10.00.00.000000000 AM,CH
1830,CAD,Foreign currency personal check withdrawals,TRANSACTIONS,GBP_79092764277846445783_T2,IHEART KIDS,28-OCT-12 12.03.00.000000000 PM,CA
910,EUR,Local currency personal check withdrawals,TRANSACTIONS,GBP_87291839887607559530_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-OCT-12 12.42.09.000000000 AM,CH
11970,EUR,Travelers check deposits,TRANSACTIONS,GBP_86408714895096274337_T2,DELLUCCI AMERICAN STUDIO S.R.L.,28-OCT-12 05.54.46.000000000 AM,CH
6150,EUR,Foreign currency cash withdrawals,TRANSACTIONS,GBP_31386031454753062639_T2,KITTY USER LIMITED,28-OCT-12 12.58.24.000000000 PM,CH
26000,CHF,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_79586857441569792788_T2,PEARSON COR COAST LIMITED,29-OCT-12 12.00.00.000000000 AM,EU
17282,MXN,Card local currency retailer charge,TRANSACTIONS,GBP_15896712174986291843_T2,LOUIS GOODWIN TRUST,29-OCT-12 12.00.00.000000000 AM,MX
17282,USD,Loan repayment by local currency cash,TRANSACTIONS,GBP_89209360191284438874_T2,DELLUCCI AMERICAN STUDIO S.R.L.,29-OCT-12 12.00.00.000000000 AM,US
50000,USD,Foreign currency cash deposit,TRANSACTIONS,GBP_22613653611922079361_T2,CYBER WOOD LIMITED,30-OCT-12 10.00.00.000000000 AM,CH
26000,CAD,Card foreign currency ATM withdrawals,TRANSACTIONS,GBP_18314488288920325788_T2,LOUIS GOODWIN TRUST,31-OCT-12 12.00.00.000000000 AM,CA
9210,CHF,Local currency monetary instrument deposits,TRANSACTIONS,GBP_17430333364796500165_T2,LOUIS GOODWIN TRUST,02-NOV-12 05.47.24.000000000 AM,CH
10210,CHF,Foreign currency personal check deposits,TRANSACTIONS,GBP_64658095026472607212_T2,DANIEL MAURER,02-NOV-12 06.46.21.000000000 AM,CA
14000,CHF,Foreign currency personal check withdrawals,TRANSACTIONS,EUR_22773816090357805577_T2,Name,03-NOV-12 08.22.38.000000000 PM,CH
1170,EUR,Foreign currency cash deposit,TRANSACTIONS,GBP_04900442578391903265_T2,LOUIS GOODWIN TRUST,03-NOV-12 05.30.41.000000000 AM,CH
870,MXN,Travelers check deposits,TRANSACTIONS,GBP_27680488197677015987_T2,KITTY USER LIMITED,03-NOV-12 08.19.20.000000000 PM,CH
1010,USD,Foreign currency personal check withdrawals,TRANSACTIONS,GBP_36245021549998792549_T2,KITTY USER LIMITED,03-NOV-12 11.09.08.000000000 PM,EU
7750,CHF,Foreign currency monetary instrument deposits,TRANSACTIONS,GBP_71137860852222129582_T2,DANIEL MAURER,04-NOV-12 10.10.34.000000000 PM,MX
5420,USD,Foreign currency monetary instrument withdrawals,TRANSACTIONS,GBP_33524796819703385317_T2,KITTY USER LIMITED,04-NOV-12 08.29.30.000000000 PM,US
8950,MXN,Local currency cash withdrawals,TRANSACTIONS,GBP_88767670338591322489_T2,DELLUCCI AMERICAN STUDIO S.R.L.,08-NOV-12 10.30.44.000000000 PM,CH
4040,CHF,Local currency monetary instrument deposits,TRANSACTIONS,GBP_97683000794832831829_T2,DELLUCCI AMERICAN STUDIO S.R.L.,08-NOV-12 10.24.00.000000000 PM,CA
9690,MXN,Foreign currency personal check deposits,TRANSACTIONS,JPY_55853895702638006940_T2,DELLUCCI AMERICAN STUDIO S.R.L.,09-NOV-12 03.40.19.000000000 PM,CH
10830,CHF,Local currency cash withdrawals,TRANSACTIONS,GBP_54676007532500165959_T2,DANIEL MAURER,09-NOV-12 02.12.16.000000000 AM,CH
11090,CAD,Local currency monetary instrument withdrawals,TRANSACTIONS,GBP_17541884960196051407_T2,LOUIS GOODWIN TRUST,10-NOV-12 09.58.06.000000000 PM,CH
12950,EUR,Local currency cash deposit,TRANSACTIONS,GBP_96904456508509628321_T2,DELLUCCI AMERICAN STUDIO S.R.L.,10-NOV-12 12.05.49.000000000 AM,EU
